Review_ID,Date,Review_Text,Rating,Sentiment_Label
REV_0775,2025-06-11,The view was delicious. the view was delicious,4,Positive
REV_0776,2025-04-17,The bathroom was dirty and the bathroom was slow,1,Negative
REV_0777,2025-04-08,The pool was excellent but the staff was great,4,Positive
REV_0778,2025-01-08,The check-in was old but the wifi was fast,3,Neutral
REV_0779,2025-04-11,The check-in was smelly and the bathroom was broken,2,Negative
REV_0780,2025-06-06,The location was comfortable,4,Positive
REV_0781,2025-02-06,The ac was dirty but the staff was amazing,3,Neutral
REV_0782,2025-02-03,The check-in was broken but the pool was friendly,3,Neutral
REV_0783,2025-02-18,The carpet was rude and the price was broken,1,Negative
REV_0784,2025-03-05,The elevator was loud and the noise was expensive,1,Negative
REV_0785,2025-05-18,The carpet was smelly and the price was broken,2,Negative
REV_0786,2025-06-03,The price was loud and the noise was expensive,2,Negative
REV_0787,2025-06-28,The wifi was fast,5,Positive
REV_0788,2025-04-21,The ac was smelly but the pool was friendly,3,Neutral
REV_0789,2025-06-07,The breakfast was comfortable. the bed was friendly,4,Positive
REV_0790,2025-03-27,"The bed was excellent. However, the room was comfortable",4,Positive
REV_0791,2025-01-06,The staff was excellent,5,Positive
REV_0792,2025-03-19,The noise was slow and the check-in was old,1,Negative
REV_0793,2025-06-26,The noise was loud but the view was comfortable,3,Neutral
REV_0794,2025-05-14,The check-in was loud and the noise was dirty,2,Negative
REV_0795,2025-03-17,The price was slow and the noise was dirty,1,Negative
REV_0796,2025-05-13,The check-in was rude but the location was amazing,3,Neutral
REV_0797,2025-03-02,The ac was smelly and the ac was smelly,1,Negative
REV_0798,2025-04-23,The view was excellent. the location was friendly,4,Positive
REV_0799,2025-02-22,The view was great but the pool was delicious,4,Positive
REV_0800,2025-02-09,The ac was slow but the view was comfortable,3,Neutral
REV_0801,2025-06-23,The pool was delicious but the view was delicious,4,Positive
REV_0802,2025-05-08,"The view was clean. However, the pool was amazing",4,Positive
REV_0803,2025-06-15,The location was comfortable,5,Positive
REV_0804,2025-05-09,The wifi was comfortable,4,Positive
REV_0805,2025-05-29,The bed was comfortable,4,Positive
REV_0806,2025-04-10,The bed was fast,4,Positive
REV_0807,2025-06-22,The location was great and the view was excellent,5,Positive
REV_0808,2025-04-23,The room was excellent and the staff was delicious,5,Positive
REV_0809,2025-05-13,The bed was delicious,4,Positive
REV_0810,2025-04-19,The noise was expensive and the bathroom was loud,2,Negative
REV_0811,2025-05-16,The ac was slow and the elevator was slow,1,Negative
REV_0812,2025-05-30,"The view was friendly. However, the staff was excellent",5,Positive
REV_0813,2025-05-14,The staff was fast but the room was friendly,5,Positive
REV_0814,2025-02-04,The staff was friendly,5,Positive
REV_0815,2025-02-24,The noise was rude and the check-in was dirty,2,Negative
REV_0816,2025-01-17,The bed was clean,4,Positive
REV_0817,2025-01-18,The price was old but the view was great,3,Neutral
REV_0818,2025-05-07,"The pool was friendly. However, the wifi was great",4,Positive
REV_0819,2025-02-27,The wifi was friendly,4,Positive
REV_0820,2025-05-22,The location was excellent,5,Positive
REV_0821,2025-03-07,The ac was smelly but the bed was great,3,Neutral
REV_0822,2025-05-16,The check-in was broken and the carpet was old,1,Negative
REV_0823,2025-02-19,The noise was expensive but the view was friendly,3,Neutral
REV_0824,2025-06-24,The bathroom was old but the pool was delicious,3,Neutral
REV_0825,2025-01-27,The staff was excellent,5,Positive
REV_0826,2025-04-22,The breakfast was comfortable and the breakfast was amazing,5,Positive
REV_0827,2025-06-20,The breakfast was excellent,5,Positive
REV_0828,2025-01-04,The noise was dirty and the check-in was old,1,Negative
REV_0829,2025-04-13,The breakfast was amazing but the location was delicious,4,Positive
REV_0830,2025-01-18,"The pool was clean. However, the pool was delicious",4,Positive
REV_0831,2025-05-25,The noise was loud and the price was rude,2,Negative
REV_0832,2025-04-18,The noise was expensive but the wifi was great,3,Neutral
REV_0833,2025-05-23,The carpet was old and the price was old,1,Negative
REV_0834,2025-05-09,The bed was clean. the wifi was friendly,4,Positive
REV_0835,2025-04-01,The location was delicious,5,Positive
REV_0836,2025-02-15,The price was expensive and the bathroom was slow,2,Negative
REV_0837,2025-02-11,The wifi was clean. the bed was clean,4,Positive
REV_0838,2025-01-18,The room was clean,5,Positive
REV_0839,2025-03-27,The bathroom was loud but the bed was friendly,3,Neutral
REV_0840,2025-05-07,The price was dirty and the elevator was slow,2,Negative
REV_0841,2025-03-14,The pool was amazing but the bed was excellent,4,Positive
REV_0842,2025-02-02,The location was fast but the staff was comfortable,5,Positive
REV_0843,2025-05-02,The bathroom was expensive and the bathroom was old,1,Negative
REV_0844,2025-02-25,The pool was excellent but the wifi was friendly,4,Positive
REV_0845,2025-06-26,The location was friendly,5,Positive
REV_0846,2025-01-09,The bathroom was loud and the ac was old,1,Negative
REV_0847,2025-02-20,The pool was clean,5,Positive
REV_0848,2025-06-16,The pool was excellent. the location was fast,5,Positive
REV_0849,2025-01-04,The breakfast was delicious,5,Positive
REV_0850,2025-05-26,The pool was delicious but the breakfast was comfortable,4,Positive
REV_0851,2025-02-08,"The location was fast. However, the pool was fast",4,Positive
REV_0852,2025-03-08,The price was rude and the bathroom was expensive,2,Negative
REV_0853,2025-03-05,"The pool was great. However, the room was comfortable",4,Positive
REV_0854,2025-03-20,The bed was amazing,4,Positive
REV_0855,2025-01-28,The location was delicious,4,Positive
REV_0856,2025-05-22,The carpet was smelly and the elevator was dirty,2,Negative
REV_0857,2025-03-20,"The room was comfortable. However, the room was fast",5,Positive
REV_0858,2025-05-03,"The wifi was comfortable. However, the breakfast was delicious",5,Positive
REV_0859,2025-05-27,The view was comfortable. the view was amazing,4,Positive
REV_0860,2025-02-03,The bed was comfortable,4,Positive
REV_0861,2025-02-28,The price was old but the view was amazing,3,Neutral
REV_0862,2025-03-08,The ac was smelly and the noise was dirty,2,Negative
REV_0863,2025-04-16,The breakfast was delicious. the view was delicious,4,Positive
REV_0864,2025-03-29,The location was clean,5,Positive
REV_0865,2025-01-25,The price was loud but the breakfast was excellent,3,Neutral
REV_0866,2025-01-15,The location was excellent. the pool was amazing,5,Positive
REV_0867,2025-05-05,The bathroom was expensive but the location was clean,3,Neutral
REV_0868,2025-06-17,"The location was fast. However, the room was amazing",5,Positive
REV_0869,2025-01-27,The noise was loud and the price was loud,1,Negative
REV_0870,2025-04-26,The ac was broken and the check-in was rude,1,Negative
REV_0871,2025-05-13,The check-in was slow and the bathroom was dirty,2,Negative
REV_0872,2025-05-18,The carpet was slow but the view was excellent,3,Neutral
REV_0873,2025-03-05,The breakfast was comfortable and the staff was friendly,5,Positive
REV_0874,2025-05-08,The price was rude and the noise was broken,2,Negative
REV_0875,2025-02-02,The wifi was comfortable,4,Positive
REV_0876,2025-06-20,The view was clean,5,Positive
REV_0877,2025-05-07,The wifi was friendly. the wifi was great,4,Positive
REV_0878,2025-03-21,The location was friendly. the pool was fast,5,Positive
REV_0879,2025-06-13,The pool was friendly,4,Positive
REV_0880,2025-03-19,"The location was delicious. However, the breakfast was clean",4,Positive
REV_0881,2025-05-12,The pool was excellent,4,Positive
REV_0882,2025-05-23,The bathroom was expensive and the check-in was broken,1,Negative
REV_0883,2025-05-27,The location was delicious,4,Positive
REV_0884,2025-06-21,The ac was expensive but the bed was amazing,3,Neutral
REV_0885,2025-06-12,The pool was delicious and the staff was comfortable,5,Positive
REV_0886,2025-06-09,The staff was fast and the staff was great,5,Positive
REV_0887,2025-03-25,The wifi was delicious but the breakfast was fast,4,Positive
REV_0888,2025-03-13,The noise was smelly and the elevator was slow,2,Negative
REV_0889,2025-02-18,The ac was old and the carpet was old,1,Negative
REV_0890,2025-02-09,The location was delicious and the bed was friendly,4,Positive
REV_0891,2025-06-10,The ac was smelly and the elevator was dirty,1,Negative
REV_0892,2025-01-14,The wifi was delicious and the bed was delicious,5,Positive
REV_0893,2025-05-04,The room was amazing but the view was excellent,4,Positive
REV_0894,2025-03-27,The carpet was loud and the elevator was old,2,Negative
REV_0895,2025-02-19,The noise was loud and the elevator was smelly,2,Negative
REV_0896,2025-01-01,The room was friendly but the room was amazing,4,Positive
REV_0897,2025-06-13,The location was delicious,4,Positive
REV_0898,2025-06-13,The pool was friendly and the location was clean,4,Positive
REV_0899,2025-05-17,The elevator was old but the pool was fast,3,Neutral
REV_0900,2025-03-23,The price was old and the ac was expensive,1,Negative
REV_0901,2025-05-27,The bathroom was expensive but the view was friendly,3,Neutral
REV_0902,2025-05-10,The carpet was expensive and the ac was old,1,Negative
REV_0903,2025-01-17,"The view was great. However, the bed was comfortable",5,Positive
REV_0904,2025-04-24,The ac was slow but the room was friendly,3,Neutral
REV_0905,2025-02-17,The carpet was expensive but the view was clean,3,Neutral
REV_0906,2025-01-04,The carpet was dirty and the carpet was rude,2,Negative
REV_0907,2025-04-25,The noise was expensive and the ac was slow,2,Negative
REV_0908,2025-06-29,The wifi was clean,4,Positive
REV_0909,2025-02-06,The staff was amazing,5,Positive
REV_0910,2025-01-31,"The wifi was fast. However, the staff was excellent",5,Positive
REV_0911,2025-04-04,The elevator was broken and the elevator was loud,1,Negative
REV_0912,2025-06-21,The ac was slow but the wifi was friendly,3,Neutral
REV_0913,2025-01-14,The wifi was clean and the bed was amazing,4,Positive
REV_0914,2025-04-11,"The pool was great. However, the room was great",5,Positive
REV_0915,2025-04-21,The view was friendly,5,Positive
REV_0916,2025-04-23,The location was excellent. the view was fast,4,Positive
REV_0917,2025-05-25,The view was comfortable,4,Positive
REV_0918,2025-05-07,The view was great,4,Positive
REV_0919,2025-01-07,The view was amazing,4,Positive
REV_0920,2025-05-30,The noise was rude but the breakfast was clean,3,Neutral
REV_0921,2025-03-25,The noise was slow and the carpet was dirty,1,Negative
REV_0922,2025-02-12,The staff was excellent,4,Positive
REV_0923,2025-01-13,The bed was excellent,4,Positive
REV_0924,2025-03-21,The breakfast was great but the bed was friendly,5,Positive
REV_0925,2025-03-29,The ac was expensive but the wifi was clean,3,Neutral
REV_0926,2025-05-18,The staff was friendly. the breakfast was friendly,5,Positive
REV_0927,2025-02-08,The noise was rude but the location was friendly,3,Neutral
REV_0928,2025-01-19,The ac was loud and the check-in was expensive,1,Negative
REV_0929,2025-03-15,The pool was delicious,4,Positive
REV_0930,2025-04-29,The bed was amazing but the pool was delicious,4,Positive
REV_0931,2025-04-04,The pool was delicious,5,Positive
REV_0932,2025-05-12,The staff was great,5,Positive
REV_0933,2025-04-03,"The location was fast. However, the location was excellent",5,Positive
REV_0934,2025-06-19,The wifi was great. the breakfast was friendly,4,Positive
REV_0935,2025-01-09,The price was old and the check-in was dirty,1,Negative
REV_0936,2025-04-14,The pool was fast,4,Positive
REV_0937,2025-01-12,The pool was friendly and the room was excellent,4,Positive
REV_0938,2025-01-21,The price was smelly and the price was slow,1,Negative
REV_0939,2025-01-16,The view was friendly. the room was fast,4,Positive
REV_0940,2025-01-19,"The staff was clean. However, the pool was comfortable",5,Positive
REV_0941,2025-04-06,The view was friendly. the wifi was great,5,Positive
REV_0942,2025-03-06,The bed was delicious,4,Positive
REV_0943,2025-01-22,The carpet was expensive and the bathroom was dirty,1,Negative
REV_0944,2025-03-10,The staff was friendly and the staff was friendly,4,Positive
REV_0945,2025-04-28,The bathroom was smelly and the noise was rude,2,Negative
REV_0946,2025-03-27,The elevator was smelly and the carpet was loud,1,Negative
REV_0947,2025-02-24,"The pool was excellent. However, the staff was fast",4,Positive
REV_0948,2025-03-18,The location was fast,5,Positive
REV_0949,2025-03-22,The carpet was expensive and the elevator was loud,1,Negative
REV_0950,2025-06-14,The pool was delicious and the bed was fast,4,Positive
REV_0951,2025-05-01,The staff was fast,4,Positive
REV_0952,2025-05-07,The check-in was broken and the elevator was broken,1,Negative
REV_0953,2025-01-04,"The wifi was amazing. However, the bed was amazing",4,Positive
REV_0954,2025-02-06,The bed was fast,5,Positive
REV_0955,2025-05-16,The price was expensive and the elevator was loud,2,Negative
REV_0956,2025-06-28,The check-in was slow and the noise was smelly,2,Negative
REV_0957,2025-04-20,The elevator was smelly and the bathroom was smelly,2,Negative
REV_0958,2025-04-20,The noise was loud and the carpet was broken,2,Negative
REV_0959,2025-02-07,The check-in was dirty and the check-in was expensive,1,Negative
REV_0960,2025-05-15,The carpet was loud but the view was amazing,3,Neutral
REV_0961,2025-01-16,The check-in was rude and the ac was dirty,2,Negative
REV_0962,2025-03-28,The elevator was expensive and the noise was old,1,Negative
REV_0963,2025-04-30,The wifi was excellent,5,Positive
REV_0964,2025-02-16,The carpet was old and the noise was loud,1,Negative
REV_0965,2025-03-17,The check-in was old and the price was expensive,2,Negative
REV_0966,2025-06-20,"The staff was friendly. However, the bed was amazing",4,Positive
REV_0967,2025-01-31,The wifi was amazing but the staff was amazing,4,Positive
REV_0968,2025-01-01,The breakfast was delicious,5,Positive
REV_0969,2025-06-24,The breakfast was fast but the location was delicious,5,Positive
REV_0970,2025-01-23,The bed was excellent,4,Positive
REV_0971,2025-02-22,The view was delicious. the location was clean,5,Positive
REV_0972,2025-05-02,The noise was slow and the elevator was rude,1,Negative
REV_0973,2025-04-05,"The pool was fast. However, the bed was excellent",5,Positive
REV_0974,2025-01-08,The check-in was broken and the carpet was dirty,1,Negative
REV_0975,2025-04-30,"The wifi was amazing. However, the breakfast was friendly",5,Positive
REV_0976,2025-05-28,The bed was clean but the location was friendly,4,Positive
REV_0977,2025-06-18,The bed was excellent but the breakfast was clean,4,Positive
REV_0978,2025-02-28,The ac was broken and the carpet was expensive,2,Negative
REV_0979,2025-05-06,The bed was great and the bed was delicious,4,Positive
REV_0980,2025-06-06,The bed was great,4,Positive
REV_0981,2025-02-06,"The location was great. However, the wifi was fast",5,Positive
REV_0982,2025-04-09,The breakfast was excellent,4,Positive
REV_0983,2025-01-08,The carpet was dirty and the bathroom was slow,1,Negative
REV_0984,2025-02-24,The staff was excellent but the location was fast,4,Positive
REV_0985,2025-02-24,The breakfast was amazing but the view was amazing,5,Positive
REV_0986,2025-04-19,The ac was slow and the carpet was smelly,2,Negative
REV_0987,2025-06-14,The breakfast was great,5,Positive
REV_0988,2025-06-04,The staff was clean. the room was excellent,4,Positive
REV_0989,2025-02-15,The bathroom was slow and the noise was dirty,1,Negative
REV_0990,2025-01-31,"The location was excellent. However, the location was great",5,Positive
REV_0991,2025-04-04,The bathroom was slow and the ac was broken,1,Negative
REV_0992,2025-01-10,The breakfast was excellent and the location was great,4,Positive
REV_0993,2025-04-16,The location was great,5,Positive
REV_0994,2025-03-18,"The location was excellent. However, the pool was delicious",5,Positive
REV_0995,2025-01-12,The room was friendly,5,Positive
REV_0996,2025-04-07,The wifi was fast and the pool was excellent,5,Positive
REV_0997,2025-04-10,The location was comfortable and the bed was delicious,5,Positive
REV_0998,2025-05-12,The room was excellent,4,Positive
REV_0999,2025-03-24,The check-in was expensive but the bed was fast,3,Neutral
REV_1000,2025-05-23,The room was amazing,4,Positive
REV_1001,2025-04-29,The elevator was old but the room was clean,3,Neutral
REV_1002,2025-04-13,The bathroom was smelly and the price was broken,2,Negative
REV_1003,2025-03-25,The elevator was dirty and the carpet was broken,2,Negative
REV_1004,2025-02-18,The carpet was expensive but the breakfast was clean,3,Neutral
REV_1005,2025-05-05,The check-in was smelly but the location was excellent,3,Neutral
REV_1006,2025-04-07,The room was clean,4,Positive
REV_1007,2025-06-05,"The room was fast. However, the location was great",5,Positive
REV_1008,2025-03-24,The ac was slow and the bathroom was slow,2,Negative
REV_1009,2025-03-04,The room was great and the staff was fast,5,Positive
REV_1010,2025-06-02,The staff was delicious. the view was great,4,Positive
REV_1011,2025-06-11,The bathroom was expensive and the ac was old,1,Negative
REV_1012,2025-03-14,The location was fast. the staff was clean,4,Positive
REV_1013,2025-01-28,The check-in was dirty but the view was excellent,3,Neutral
REV_1014,2025-05-02,The pool was delicious and the location was delicious,5,Positive
REV_1015,2025-05-02,The elevator was smelly and the carpet was old,2,Negative
REV_1016,2025-01-26,The carpet was smelly and the carpet was rude,2,Negative
REV_1017,2025-02-07,"The room was delicious. However, the room was comfortable",4,Positive
REV_1018,2025-05-31,The breakfast was amazing,4,Positive
REV_1019,2025-05-05,The view was amazing and the staff was fast,4,Positive
REV_1020,2025-02-06,The check-in was broken and the carpet was loud,2,Negative
REV_1021,2025-06-18,The check-in was rude and the carpet was smelly,2,Negative
REV_1022,2025-06-03,The ac was smelly but the pool was excellent,3,Neutral
REV_1023,2025-06-15,The noise was dirty but the view was delicious,3,Neutral
REV_1024,2025-01-02,The staff was clean,4,Positive
REV_1025,2025-05-05,The room was amazing,5,Positive
REV_1026,2025-04-11,The pool was excellent and the view was friendly,4,Positive
REV_1027,2025-04-11,The check-in was expensive and the elevator was slow,1,Negative
REV_1028,2025-01-04,The bathroom was broken but the breakfast was delicious,3,Neutral
REV_1029,2025-05-09,The wifi was delicious,4,Positive
REV_1030,2025-05-08,The bed was delicious and the room was friendly,4,Positive
REV_1031,2025-04-24,The carpet was dirty and the ac was rude,1,Negative
REV_1032,2025-02-14,The staff was delicious,4,Positive
REV_1033,2025-02-02,The price was smelly and the price was old,1,Negative
REV_1034,2025-02-15,The elevator was loud and the carpet was dirty,1,Negative
REV_1035,2025-05-30,The elevator was smelly and the carpet was expensive,1,Negative
REV_1036,2025-03-13,The pool was delicious,4,Positive
REV_1037,2025-05-12,"The pool was delicious. However, the breakfast was fast",5,Positive
REV_1038,2025-02-27,The location was great,4,Positive
REV_1039,2025-04-16,The price was expensive but the wifi was friendly,3,Neutral
REV_1040,2025-01-07,The pool was clean,5,Positive
REV_1041,2025-05-21,The wifi was fast,4,Positive
REV_1042,2025-05-06,"The room was excellent. However, the bed was friendly",5,Positive
REV_1043,2025-04-10,The location was delicious,5,Positive
REV_1044,2025-06-12,The wifi was great,5,Positive
REV_1045,2025-06-25,The room was clean,4,Positive
REV_1046,2025-02-13,The ac was expensive and the ac was expensive,2,Negative
REV_1047,2025-02-06,The bed was clean,5,Positive
REV_1048,2025-01-17,The staff was clean but the breakfast was delicious,4,Positive
REV_1049,2025-02-13,The breakfast was clean,4,Positive
REV_1050,2025-05-02,The ac was dirty and the price was rude,2,Negative
REV_1051,2025-03-22,The view was clean,5,Positive
REV_1052,2025-06-04,The elevator was slow and the price was slow,1,Negative
REV_1053,2025-04-11,"The wifi was friendly. However, the bed was comfortable",4,Positive
REV_1054,2025-01-13,The pool was great,4,Positive
REV_1055,2025-04-02,The breakfast was delicious but the staff was amazing,5,Positive
REV_1056,2025-06-02,The wifi was comfortable but the room was excellent,5,Positive
REV_1057,2025-01-25,The view was great,4,Positive
REV_1058,2025-05-17,The carpet was rude but the location was friendly,3,Neutral
REV_1059,2025-06-10,The wifi was delicious,5,Positive
REV_1060,2025-03-03,The ac was smelly but the view was delicious,3,Neutral
REV_1061,2025-03-21,The pool was excellent,5,Positive
REV_1062,2025-05-05,The staff was friendly,5,Positive
REV_1063,2025-05-17,The staff was delicious but the staff was comfortable,5,Positive
REV_1064,2025-04-27,"The wifi was fast. However, the pool was delicious",4,Positive
REV_1065,2025-03-05,The location was amazing,5,Positive
REV_1066,2025-03-09,The view was friendly but the wifi was delicious,4,Positive
REV_1067,2025-04-30,The pool was great. the room was excellent,4,Positive
REV_1068,2025-02-09,The pool was excellent and the view was fast,5,Positive
REV_1069,2025-01-31,The price was dirty but the room was clean,3,Neutral
REV_1070,2025-05-09,The room was excellent,5,Positive
REV_1071,2025-02-22,"The bed was comfortable. However, the room was delicious",5,Positive
REV_1072,2025-05-07,The carpet was smelly and the elevator was dirty,1,Negative
REV_1073,2025-01-10,The breakfast was excellent,5,Positive
REV_1074,2025-02-26,The breakfast was fast but the pool was excellent,5,Positive
REV_1075,2025-03-02,The noise was slow and the bathroom was dirty,1,Negative
REV_1076,2025-03-29,The room was great. the bed was friendly,4,Positive
REV_1077,2025-05-27,The wifi was amazing but the pool was amazing,4,Positive
REV_1078,2025-06-21,The price was broken and the ac was loud,2,Negative
REV_1079,2025-04-12,The breakfast was excellent,5,Positive
REV_1080,2025-06-11,The wifi was excellent and the wifi was amazing,5,Positive
REV_1081,2025-02-23,The staff was fast but the breakfast was delicious,5,Positive
REV_1082,2025-06-28,The room was friendly,4,Positive
REV_1083,2025-02-19,The elevator was rude and the noise was smelly,2,Negative
REV_1084,2025-01-29,The price was broken and the carpet was rude,2,Negative
REV_1085,2025-03-27,The elevator was old and the price was rude,2,Negative
REV_1086,2025-05-29,The elevator was rude and the check-in was slow,2,Negative
REV_1087,2025-06-14,The pool was amazing,4,Positive
REV_1088,2025-02-17,The bed was comfortable but the pool was comfortable,4,Positive
REV_1089,2025-03-18,The price was slow but the location was friendly,3,Neutral
REV_1090,2025-01-19,The bed was amazing,4,Positive
REV_1091,2025-03-27,The breakfast was fast,4,Positive
REV_1092,2025-03-22,The wifi was friendly,4,Positive
REV_1093,2025-05-07,The pool was amazing and the pool was fast,5,Positive
REV_1094,2025-05-31,The bathroom was slow but the pool was delicious,3,Neutral
REV_1095,2025-05-15,The pool was clean. the wifi was fast,4,Positive
REV_1096,2025-03-18,The elevator was smelly but the staff was delicious,3,Neutral
REV_1097,2025-03-09,"The wifi was friendly. However, the room was excellent",5,Positive
REV_1098,2025-04-21,The elevator was smelly and the ac was smelly,1,Negative
REV_1099,2025-03-13,The ac was smelly and the price was old,2,Negative
REV_1100,2025-04-18,The elevator was loud and the carpet was slow,2,Negative
REV_1101,2025-04-29,The noise was expensive and the elevator was broken,2,Negative
REV_1102,2025-03-12,The ac was loud and the noise was dirty,1,Negative
REV_1103,2025-02-03,The elevator was expensive and the ac was loud,2,Negative
REV_1104,2025-02-07,The bathroom was rude and the elevator was smelly,2,Negative
REV_1105,2025-02-20,The wifi was excellent and the view was excellent,5,Positive
REV_1106,2025-03-15,The carpet was expensive but the location was delicious,3,Neutral
REV_1107,2025-02-22,The breakfast was fast,5,Positive
REV_1108,2025-04-01,The breakfast was fast,5,Positive
REV_1109,2025-02-09,The breakfast was amazing,4,Positive
REV_1110,2025-05-18,The ac was loud and the elevator was smelly,2,Negative
REV_1111,2025-06-21,The view was friendly and the pool was fast,4,Positive
REV_1112,2025-03-23,The noise was loud and the elevator was dirty,1,Negative
REV_1113,2025-06-24,The view was amazing,4,Positive
REV_1114,2025-02-01,The location was excellent,4,Positive
REV_1115,2025-02-11,The breakfast was excellent,4,Positive
REV_1116,2025-01-20,The price was old but the wifi was fast,3,Neutral
REV_1117,2025-02-16,The bed was delicious,4,Positive
REV_1118,2025-04-01,The ac was slow and the noise was smelly,2,Negative
REV_1119,2025-05-23,The view was great. the room was delicious,4,Positive
REV_1120,2025-05-12,The noise was old but the bed was fast,3,Neutral
REV_1121,2025-05-05,The wifi was delicious,5,Positive
REV_1122,2025-05-12,The breakfast was amazing. the breakfast was great,5,Positive
REV_1123,2025-03-29,The staff was clean but the pool was fast,5,Positive
REV_1124,2025-04-20,The price was old and the ac was old,2,Negative
REV_1125,2025-05-13,The location was clean,4,Positive
REV_1126,2025-01-24,The room was excellent,4,Positive
REV_1127,2025-01-09,The elevator was rude and the bathroom was rude,1,Negative
REV_1128,2025-05-26,The wifi was great but the view was clean,4,Positive
REV_1129,2025-05-20,The carpet was loud and the elevator was slow,2,Negative
REV_1130,2025-02-20,The pool was amazing. the staff was delicious,4,Positive
REV_1131,2025-02-11,The location was delicious,5,Positive
REV_1132,2025-05-13,The noise was dirty and the price was smelly,2,Negative
REV_1133,2025-03-14,The room was friendly,5,Positive
REV_1134,2025-03-27,The wifi was comfortable,4,Positive
REV_1135,2025-06-14,The ac was smelly and the elevator was slow,1,Negative
REV_1136,2025-01-06,The bathroom was rude and the ac was loud,2,Negative
REV_1137,2025-01-13,The check-in was loud and the check-in was dirty,2,Negative
REV_1138,2025-06-11,The price was broken and the price was slow,2,Negative
REV_1139,2025-01-15,The pool was clean,5,Positive
REV_1140,2025-06-03,The staff was friendly,4,Positive
REV_1141,2025-06-11,The check-in was dirty and the elevator was loud,1,Negative
REV_1142,2025-05-06,The price was expensive and the elevator was broken,1,Negative
REV_1143,2025-05-08,The ac was slow and the check-in was slow,1,Negative
REV_1144,2025-03-15,The staff was clean,5,Positive
REV_1145,2025-04-02,The room was fast,5,Positive
REV_1146,2025-06-07,The room was clean,4,Positive
REV_1147,2025-02-11,The wifi was amazing but the room was friendly,5,Positive
REV_1148,2025-03-07,The view was excellent,5,Positive
REV_1149,2025-01-30,The location was excellent,5,Positive
REV_1150,2025-04-02,The view was delicious and the staff was friendly,4,Positive
REV_1151,2025-04-18,The bed was clean,5,Positive
REV_1152,2025-02-09,The location was clean,4,Positive
REV_1153,2025-05-29,The bed was friendly and the wifi was fast,5,Positive
REV_1154,2025-04-22,The elevator was loud and the price was old,2,Negative
REV_1155,2025-05-29,The view was excellent,5,Positive
REV_1156,2025-06-07,The location was friendly,5,Positive
REV_1157,2025-03-11,The elevator was old but the staff was excellent,3,Neutral
REV_1158,2025-05-30,The wifi was excellent and the bed was comfortable,5,Positive
REV_1159,2025-01-16,"The location was comfortable. However, the location was excellent",5,Positive
REV_1160,2025-03-21,The breakfast was friendly and the staff was amazing,4,Positive
REV_1161,2025-06-12,The pool was excellent,4,Positive
REV_1162,2025-06-17,The breakfast was friendly but the staff was amazing,5,Positive
REV_1163,2025-05-28,The bathroom was loud and the carpet was loud,1,Negative
REV_1164,2025-05-08,The wifi was friendly,4,Positive
REV_1165,2025-04-17,The bathroom was dirty and the noise was smelly,1,Negative
REV_1166,2025-06-15,The location was fast. the pool was clean,4,Positive
REV_1167,2025-03-19,The view was amazing,4,Positive
REV_1168,2025-01-18,The staff was clean. the wifi was fast,5,Positive
REV_1169,2025-06-05,The room was comfortable,4,Positive
REV_1170,2025-01-21,The pool was friendly,4,Positive
REV_1171,2025-05-27,The pool was fast,4,Positive
REV_1172,2025-04-13,The bathroom was rude and the bathroom was loud,1,Negative
REV_1173,2025-01-09,The bed was fast. the staff was friendly,5,Positive
REV_1174,2025-05-23,The carpet was rude and the carpet was expensive,2,Negative
REV_1175,2025-03-16,The bathroom was dirty but the staff was fast,3,Neutral
REV_1176,2025-03-02,The check-in was rude and the bathroom was dirty,2,Negative
REV_1177,2025-06-09,The view was fast and the staff was fast,4,Positive
REV_1178,2025-05-13,The carpet was slow and the elevator was smelly,2,Negative
REV_1179,2025-05-30,The location was great. the staff was comfortable,5,Positive
REV_1180,2025-01-08,The staff was comfortable,4,Positive
REV_1181,2025-03-11,The price was rude and the elevator was smelly,2,Negative
REV_1182,2025-03-31,The location was great and the pool was fast,4,Positive
REV_1183,2025-02-22,The room was clean,4,Positive
REV_1184,2025-05-27,The location was comfortable and the view was clean,4,Positive
REV_1185,2025-05-12,The carpet was slow but the bed was excellent,3,Neutral
REV_1186,2025-02-15,"The pool was clean. However, the location was friendly",4,Positive
REV_1187,2025-01-05,The location was friendly. the view was friendly,5,Positive
REV_1188,2025-01-30,The carpet was rude and the carpet was rude,1,Negative
REV_1189,2025-05-03,The staff was amazing. the room was great,4,Positive
REV_1190,2025-06-12,The bed was fast,5,Positive
REV_1191,2025-02-21,The ac was expensive and the carpet was loud,1,Negative
REV_1192,2025-04-28,The wifi was delicious,4,Positive
REV_1193,2025-06-19,The pool was delicious,4,Positive
REV_1194,2025-02-19,The ac was slow but the bed was delicious,3,Neutral
REV_1195,2025-05-31,The wifi was great but the breakfast was amazing,5,Positive
REV_1196,2025-01-24,The noise was expensive but the view was comfortable,3,Neutral
REV_1197,2025-01-03,The check-in was old and the elevator was rude,2,Negative
REV_1198,2025-05-19,The check-in was dirty and the check-in was old,1,Negative
REV_1199,2025-01-02,The room was great,5,Positive
REV_1200,2025-03-18,The bed was delicious,5,Positive
REV_1201,2025-03-25,The breakfast was fast,5,Positive
REV_1202,2025-03-31,The location was clean and the staff was amazing,5,Positive
REV_1203,2025-03-14,The pool was delicious,5,Positive
